Id,Mus CPRCMUS No,Tattoo,CS_Tattoo,Sex,Coronal suture,Sagittal suture,Lamboidal suture,Humeral Head,Distal Humerus,Humerus Lateral Epicondyle,Humerus Medial Epicondyle,Proximal Radius,Distal Radius,Proximal Ulna,Distal Ulna,Femoral Head,Distal Femur,Proximal Tibia,Distal Tibia,Zy-Zy,Ba-Br,Eu-Eu,Gl-Op,Go-Co,Go-Go,Po-Go,Al-MxF suture midline,HL,HPML,HPAP,HDML,HDAP,RL,RPML,RPAP,RDML,RDAP,UL,FL,FHL,FHSI,FPAP,FPML,FDML,FDAP,TL,TPML,TPAP,TDML,TDAP,IICrest,Pel_height,HDia,RDia,UDia,FDia,TDia,Pterion_Right,Pterion_Left,BMD_Hum,BMD_Fem,MCode,Pedigree,EAAD
73,"CPRCMUS-03046","E80","E80","F",3,3,3,3,3,3,3,3,3,"3","3",3,3,3,3,80.94,"52.38","63.29","84.79","33.46",50.08,69.13,54.85,"137.83","15.52","16.71","25.49","15.02","137.37","10.5","12.15","14.3","11.59","153.11","163.91","161.11","15.11","14.94","12.43","26.37","20.5","149.39","25.39","19.14","16.22","13.76",,"139.06","32","26","24","36","35","TF","TF","4045","4074","Q1029","06 Tier",9.32
74,"CPRCMUS-03055","998","998","M",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,99.70,"60.78","67.42","93.23","43.04",56.81,86.82,61.90,"159.96","17.67","21.22","31.29","20.35","158.6","12.64","13.65","16.96","14.63","178.44","192.13","188.84","18.44","18.24","15.66","31.34","25.35","176.99","30.31","23.15","20.66","16.17","104.93","172.22","43","36","30","46","41","TF","TF","4404","4264","Q1053","04 Tier",12.35
75,"CPRCMUS-03057","E722/B54","B54","M",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,98.12,"56.66","66.64","88.16","42.72",50.73,89.51,70.10,"167.63","18.11","20.39","34.08","19.37","168.99","12.87","13.67","18.4","15.05","191.54","203.94","196.92","17.96","18.45","15.45","32.7","24.67","185.64","31.02","24.99","20.68","17.04","105.27","173.64","46","34","33","46","46","TF","TF","4240","4210","Q1029","03 Tier",11.75
76,"CPRCMUS-03061","999","999","F",3,3,3,3,3,3,3,3,3,"3","3",3,3,3,3,83.97,"58.6","62.9","91.42","38.56",49.75,75.29,53.62,"144.76","15.46","16.73","26.83","14.91","144.8","10.26","11.45","14.92","11.62","163.12","172.14","167.8","15.08","15.43","13.08","26.46","21.45","161.62","26.61","18.66","17","14.36",,"148.7","37","27","26","39","35","TF","TF","4366","4106","Q1029","04 Tier",9.79
80,"CPRCMUS-03109","F63/36R","F63","M",3,3,3,1,3,3,3,3,1,"3","2",3,2,2,3,92.10,"53.73","67.22","87.37","35.22",49.40,81.26,54.69,"153.3","17.84","19.17","31.08","18.46","158.9","12.76","14.11","17.89","13.87","178.15","192.12","187.22","17.05","17.08","14.15","31.03","23.82","178.42","31","22.5","20.89","15.79",,"163.16","40","30","29","46","40","TF","TF","4137","4273","Q1053","05 Tier",6.35
83,"CPRCMUS-03113","F35/25n","F35","M",3,3,3,3,3,3,3,3,2,"3","2",3,3,3,3,92.69,"55.71","64.89","92.38","38.97",54.35,82.98,60.16,"154.99","18.24","19.04","31.68","18.47","155.51","12.36","13.8","16.76","13.91","174.19","187.13","183.79","16.44","16.69","13.5","29.99","24.07","166.74","30.94","22.72","17.97","16.32",,"158.24","40","30","29","40","40",,,"3941","4150","Q1029","04 Tier",7.24
84,"CPRCMUS-03135","B43/420Y","B43","F",3,3,3,3,3,3,3,3,3,"3","2",3,3,3,3,80.94,"49.73","62.86","83.63","36.45",48.85,69.14,51.56,"142.31","15.01","17.81","26.08","15.27","134.64","10.88","12.3","14.29","12.5","150.02","167.85","164.51","15.31","15.41","12.73","27.06","21.21","152.98","26.76","18.42","18.01","14.3",,"144","31","22","24","37","34","TF","TF","4051","4234","Q1029","05 Tier",9.61
85,"CPRCMUS-03141","990/466Y","990","F",3,3,3,3,3,3,3,3,3,"3","3",3,3,3,3,86.54,"54.45","63.63","88.89","38.17",47.49,73.10,55.66,"137.67","14.33","17.61","25.55","16.22","136.7","11.15","12.22","13.97","12.36","150.83","160.28","157.09","15.93","15.87","13.12","25.23","20.91","149.9","25.8","19.27","16.41","13.55",,"148.77","36","27","26","41","36",,,"4159","4101","Q1094","02 Tier",12.64
88,"CPRCMUS-03160","796/463Y","796","F",2,2,2,1,1,1,1,1,1,"1","1",1,1,1,1,65.58,"48.22","58.86","76.69","27.53",34.78,49.16,38.34,,"9.31","11.9",,,"102.04","8.36","9.53","11.23","9.62",,"117.35",,"12.26","12.37","10.08","22.61","14.33","115.76","20.87","14","15.79","12.78",,,"26","20","20","30","27","SP","SP",,,"Q1029","04 Tier",14.74
91,"CPRCMUS-03185","938","938","M",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,98.53,"58.3","69.03","92.43","42.33",56.97,87.11,57.02,"160.53","20.19","21.75","32.28","20.17","164.99","14.36","15.39","18.74","15.4","186.02","196.33","191.29","18.91","19.31","16.49","33.57","27.21","177.4","33.65","25.64","21.36","17.52","93.69","173.7","41","33","30","47","42",,,"4392","4037","Q1056","05 Tier",15.36
94,"CPRCMUS-03264","899/431Y","899","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,87.08,"53.99","65.01","87.32","39.55",51.32,71.73,53.65,"137.73","13.97","16.48","26.08","15.94","136.1","10.51","12.18","14.38","12.76","152.06","168.29","165.79","14.86","14.88","12.22","27.66","20.87","154.06","27.58","19.79","18.55","13.82",,"145.63","36","25","26","38","36","TF","TF","4020","4082","Q1053","04 Tier",13.74
96,"CPRCMUS-03295","F67","F67","M",3,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,96.22,"59.08","65.64","90.58","44",58.37,86.48,61.97,"156.65","18.7","20.22","32.31","18.82","158.52","12.86","14.46","17.52","14.48","178.44","198.17","190.37","17.44","17.88","15.29","31.97","25.57","171.04","32.21","24.38","20.06","16.28",,"160.37","41","31","29","43","40","TF","TF","4247","4253","Q1029","06 Tier",9.17
103,"CPRCMUS-03390","903","903","M",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,97.18,"55.56","67.05","91.26","38.15",44.84,85.23,54.75,"160.84","18.26","19.81","33.86","19.52","157.8","13.3","14.59","18.01","14.18","178.82","199.46","193.74","16.24","16.63","14.4","30.8","23.4","176.74","30.51","23.17","19.49","17.01","107.12","166.01","43","33","33","45","44",,,"4346","4253","Q1029","05 Tier",14.62
104,"CPRCMUS-03396","B81","B81","F",3,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,81.87,"55.96","59.47","87.7","36.46",48.78,72.73,54.39,"143.27","15.53","17.35","26.92","15.52","142.97","10.59","12.42","15.01","12.54","159.44","171.91","168.66","14.94","14.97","12.01","27.05","21.62","155.36","26.82","21.39","17.44","14.17",,"155.1","36","26","26","40","36","TF","TF","3995","4221","Q1056","03 Tier",12.75
115,"CPRCMUS-03534","734/442Y","734","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,88.90,"53.59","66.48","92.58","48.68",54.22,74.76,59.82,"146.29","15.08","17.23","26.92","16.59","137.68","11.01","12.17","14.95","12.29","153.15","175.52","171.39","14.64","15.21","12.03","27.46","21.25","154.67","27.47","21.94","17.85","14.02",,"151.57","36","28","27","39","35",,,"4250","4434","Q1029","05 Tier",18.43
123,"CPRCMUS-03638","F68","F68","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,82.10,"63.11",,"85.82","37.06",49.31,68.11,55.98,"143.93","14.63","17.88","27.14","15.31","141.79","10.67","12.01","14.59","12.04","158.26","172.26","169.45","15.05","15.16","11.86","27.16","20.96","158.31","27","19.29","17.16","14.14","86.14","143.13","34","25","27","33","35","TF","TF","4250","4318","Q1053","05 Tier",16.47
124,"CPRCMUS-03657","H274/948","948","M",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,93.07,"56.71","67.84","91.45","37.85",48.31,77.73,61.76,"153.98","17.18","20.02","29.62","19.45","156.14","13.89","14.38","17.33","13.89","175.35","187.48","181.9","17.36","17.37","14.82","31.07","24.97","171.73","29.8","23.74","19.19","16.9","96.68","159.43","38","29","28","42","41","SP - may be",,"4463","4309","Q1056","05 Tier",19.36
138,"CPRCMUS-03974","F055/F55","F55","F",3,2,3,1,2,2,1,1,1,"1","1",1,1,1,1,71.11,"52.69","65.21","82.95","32.12",40.33,54.73,40.88,,"11.76","15.26",,,"116.58","10.66","11.52","13.63","10.46","132.81","135.58",,"14.64","15","11.52","25.65","18.67","129.94","24.17","16.63","16.96","14.15",,,"29","20","22","34","28","TF","TF",,,"Q1029","05 Tier",12.94
139,"CPRCMUS-03977","937","937","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,89.06,,"62.6","87.56","40.87",52.34,73.61,63.53,"148.25","15.1","17.11","28.06","17.49","144.82","11.04","12.17","15.45","12.76","162.96","174.7","171.06","14.53","15.03","12.6","28.34","21.37","161.03","28.19","20.44","17.2","14.51",,"149.36","36","28","26","39","36",,,"4229","4258","Q1029","05 Tier",16.74
143,"CPRCMUS-04012","B16","B16","F",3,3,3,3,3,3,3,3,3,"3","3",3,3,3,3,92.96,"56.4","65.29","94.93","44.42",45.94,79.61,50.20,"147.23","15.93","16.92","27.39","16.76","145.99","10.69","11.97","15.4","12.91","162.8","176.87","173.24","14.85","15.29","12.08","29.14","21.66","160.98","28.61","23.22","18.46","15.41",,"157.18","35","30","28","41","36","SP","SP","4442","4223","Q1029","06 Tier",13.52
145,"CPRCMUS-04019","600","600","M",3,3,3,3,3,3,3,3,3,"3","3",3,3,3,3,96.85,"58.92","69.65","90.75","42.6",49.88,82.83,57.08,"156","18.02","19.4","31.66","18.53","155.95","12.88","13.38","16.89","14.11","175.39","192.5","188.37","17.47","17.85","14.64","30.59","23.39","175.37","30.28","22.62","18.42","15.85",,"166.67","43","33","32","44","40","SP","SP","4304","4047","Q1029","04 Tier",10.23
167,"CPRCMUS-04297","B84","B84","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,88.59,"57.67","64.85","88.67","37.5",52.71,72.77,58.76,"139.22","16.22","16.91","28.53","18.32","133.86","11.99","13.31","15.79","13.88","151.2","162.4","160.62","14.27","14.5","12.09","30.81","22.77","156.58","32.62","25.63","18.3","15.15",,"146.89","37","28","28","38","37","TF",,"4300","4306","Q1056","04 Tier",25.68
196,"CPRCMUS-04665","D070/D70","D70","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,84.42,"50.17","61.03","85.9","37.89",48.35,71.05,57.59,"131.08","15.39","17.29","26.76","16.34","132.72","10.17","11.45","14.57","12.43","148.8","158.93","157.05","14.16","14.52","12.61","28.05","20.01","145.6","29.98","21.43","17.15","15.77",,"140.34","44","25","25","37","37","TF","TF","4141","4113","Q1053","06 Tier",24.38
199,"CPRCMUS-00023","R010","R010","F",3,3,3,0,0,0,0,0,0,"0","0",0,0,0,0,,"51.83","63.44","84.59","42.4",54.01,71.34,58.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TF","TF",,,"Q1059","02 Tier",12.16
200,"CPRCMUS-00032","IW","IW","F",4,4,4,0,0,0,0,0,0,"0","0",0,0,0,0,78.33,"55.99","62.19","83.1","35",44.28,66.06,47.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TF","TF",,,"Q1066","03 Tier",6.53
201,"CPRCMUS-00034","EC","EC","M",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q1000","02 Tier",7.50
202,"CPRCMUS-00044","HU","HU","M",4,4,4,0,0,0,0,0,0,"0","0",3,3,0,0,89.38,"57.48","64.59","85.49","38.19",,77.19,53.65,,,,,,,,,,,,"180.43","174.55","16","15.96","12.8","29.02","21.84",,,,,,,,,,,"42",,,"TF",,"4215","Q1053","03 Tier",5.33
203,"CPRCMUS-00045","GP","GP","F",3,3,3,0,0,0,0,0,0,"0","0",0,0,0,0,71.02,"52.39","61.29","84.56",,,,43.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q1065","04 Tier",3.66
204,"CPRCMUS-00047","HP","HP","F",3,3,3,,,0,0,,,,,,,,,84.07,"54.15","63.61","87.3","34.43",44.32,71.54,45.61,,,,,,,,,,,,,"Na",,,,,,,,,,,,,,,,,,,,,,,,8.57
205,"CPRCMUS-00051","KD","KD","F",3,3,3,0,0,0,0,0,0,"0","0",3,2,0,0,81.88,"53.34","59.78","81.62","35.05",43.25,67.95,52.87,,,,,,,,,,,,"168.78","167.7","14.36","14.66","11.37","26.35","20.01",,,,,,,,,,,"37",,"TF",,,"4234","Q1056","02 Tier",8.55
206,"CPRCMUS-00054","YK","YK","F",3,3,3,1,3,3,2,0,0,"0","0",0,0,0,0,69.40,"50.65","59.89","81.55","31.75",38.22,56.19,33.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TF","TF",,,"Q1065","03 Tier",2.51
207,"CPRCMUS-00082","58/058","58","F",3,3,3,3,3,3,3,0,0,"0","0",0,0,0,0,80.31,"48.36","58.49","77.27","35.74",45.11,68.36,54.70,"125.08","13.38","16.1","23.08","14.82",,,,,,,,,,,,,,,,,,,,,,,,,,"T","TF",,,"Q1046","01 Tier",8.25
208,"CPRCMUS-00106","ER","ER","M",3,3,3,0,0,0,0,0,0,"0","0",0,0,0,0,98.68,"60.67","65.87","95.67","38.71",58.41,82.05,63.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SP","SP",,,"Q1053","02 Tier",6.73
209,"CPRCMUS-00112","BL","BL","F",3,3,3,3,3,3,3,,,,,3,3,,,85.34,"57.45","65.17","91.79","44",48.04,71.35,56.27,"141.41","15.2","17.79","27.75","17.2",,,,,,,"171.63","167.83","14.85","15.35","12.29","28.93","21.77",,,,,,,,"37",,,"38",,"TF","TF","4224","4411","Q1027","02 Tier",7.53
210,"CPRCMUS-00114","R003","R003","F",3,4,4,3,3,3,3,0,0,"0","0",3,3,0,0,89.39,"57.03","62.03","86.2","43.28",51.26,72.45,52.56,"137.25","15.35","17.85","26.03","15.98",,,,,,,"163.01","161.75","14.89","15.35","12.13","28.08","20.99",,,,,,,,"37",,,"39",,"TF","TF",,,"Q1071","02 Tier",10.21
211,"CPRCMUS-00124","61","61","F",3,3,3,0,0,0,0,0,0,"0","0",0,0,0,0,80.58,"52.42","62.94","87","35.5",45.73,69.82,49.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TF","TF",,,"NONE","01 Tier",7.17
212,"CPRCMUS-00129","90","90","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,85.64,"54.15","60.27","86.23",,,,62.21,"146.09","16.1","17.94","26.35","18.34","136.25","11.41","12.74","16.6","13.31","150.77","170.85","159.58","17.21","18.4",,"26.97","21.32","154.72","27.65","20.55","16.25","13.94",,"150.46","34","28","25","36","33","TF","TF","4165","4340","Q1065","01 Tier",19.81
213,"CPRCMUS-00130","T4","T4","F",3,3,3,1,3,3,2,1,1,"1","1",1,1,1,1,77.14,"52.95","64.64","85.76","37.74",39.58,65.21,47.81,"142.31","16.25","16.74","27.78","16.55","145.48","10.63","11.87","14.15","12.44","165.06","175.94","175.94","15.13","15.4","12.52","26.29","20.22","168.83","26.49","19.99","17.35","14.6",,"141.94","33","25","23","37","34","TF","TF","4208","4333","Q1019","03 Tier",4.22
214,"CPRCMUS-00131","FX","FX","M",3,3,3,1,3,3,3,1,1,"1","1",1,1,1,1,88.62,"53.21","66.38","91.56","39.71",49.18,74.60,56.11,"156.23","17.65","18.64","30.34","19.44","157.61","12.51","13.33","17.02","13.53","178.91","196.55","189.72","17.09","17.46","15.15","30.72","22.59","178.84","29.78","22.29","18.54","15.34",,"152.83","35","26","26","38","37","TF","TF","4365","4285","Q1029","03 Tier",5.49
215,"CPRCMUS-00139","116","116","F",3,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,88.05,"54.84","63.49","88.9",,,,58.19,"143.15","16.09","17.47","27.82","17.03","143.84","10.8","12.21","14.49","12.96","161.8","168.25","162.74","15.63","15.54","13.25","30.41","21.18","155.37","27.33","20.66","16.17","13.2",,"143.99","35","26","26","37","34","TF","TF","4202","4350","Q1083","01 Tier",18.23
216,"CPRCMUS-00143","81","81","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,82.76,"53.69","60.42","82.12","32.87",47.61,69.49,54.22,"146.4","16.03","17.32","26.54","17.35","136.63","10.46","11.72","15.03","11.82","152.62","167.13","163.76","14.9","14.45","13.66","28.73","20.54","154.6","29.5","21.07","16.38","13.97",,"146.49","34","26","23","37","33",,,"4263","4015","Q1059","01 Tier",20.88
217,"CPRCMUS-00145","L5","L5","F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q1059","03 Tier",5.67
218,"CPRCMUS-00149","6Q","6Q","M",3,2,2,1,3,3,1,1,1,"1","1",1,1,1,1,74.75,"53.75","63.24","85.6","33.82",46.08,62.67,48.48,"127.27","13.79","16.85",,,"125.29","11.08","12.1","15.31","11.78","143.08","150.62",,"14.74","14.72","11.31","26.96","19.29","144.37","25.35","18.75","18.27","14.12",,"125.37","31","25","24","36","31","TF","TF","4251","4288","Q1065","04 Tier",3.73
219,"CPRCMUS-00150","3H","3H","M",3,3,3,1,3,3,3,3,1,"2","1",2,1,1,1,87.13,"57.26","64.87","91.41","35.61",43.40,75.24,56.24,"149.17","18.21","19.52","29.46","17.95","152.98","11.72","12.73","16.08","13.55","173.92","188.32","183.52","16.05","16.69","13.96","29.12","22.53","172.99","28.68","22.55","19.27","15.56",,"144.55","38","28","28","40","36","TF","TF","4108","4392","Q1083","02 Tier",4.68
220,"CPRCMUS-00153","OJ","OJ","M",3,3,3,3,3,3,3,3,3,"3","3",3,3,3,3,95.90,"60.69","67.52","96.18","41.54",49.78,87.79,58.35,"160.19","18.47","19.83","32.04","17.9","157.42","12.71","14.11","18.13","14.09","173.42","197.29","192.74","15.54","16.46","12.87","31.27","24.25","179.45","31.74","23.27","19.89","16.75",,"164.66","42","31","30","44","41",,"TF","4379","4325","Q1022","02 Tier",7.62
221,"CPRCMUS-00154","W3","W3","M",3,3,3,1,3,3,3,3,1,"3","1",3,2,2,2,93.07,"54.53","63.38","89.94","32.25",52.27,82.72,56.71,"162.66","18.92","20.6","33","20.37","156.17","12.03","13.46","16.92","13.24","177.74","198.92","192.75","16.44","16.86","13.65","30.33","22.68","182.38","29.59","22.5","19.44","15.88",,"155.96","43","32","30","43","39","SP","TF","4278","4285","Q1019","03 Tier",5.69
222,"CPRCMUS-00158","AN","AN","M",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,99.06,"58.02","64.6","95.37","43.04",48.14,84.35,59.05,"162.16","18.8","20.53","31.84","19.91","160.86","13.68","14.21","17.5","14.54","182.23","198.03","192.68","18.26","18.41","14.59","33.2","27.02","177.77","36.45","26.85","19.99","16.19","99.78","163.88","41","31","31","44","41",,,"4407","4470","Q1083","02 Tier",13.55
223,"CPRCMUS-00160","8L","8L","F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Q1066","04 Tier",3.94
224,"CPRCMUS-00170","D6","D6","M",3,3,3,2,3,3,3,3,2,"3","1",3,2,2,3,93.46,"54.19","64.75","88.13","40.05",48.75,78.01,56.43,"149.99","18.6","19.7","29.15","17.5","146.68","12.13","12.99","15.45","13.2","167.69","187.74","181.62","15.92","16.19","12.81","30.59","22.6","163.28","29.81","22.75","17.7","15.27",,"158.46","38","28","28","41","40","TF","TF","4530","4220","Q1056","03 Tier",6.42
225,"CPRCMUS-00172","322","322","M",3,2,2,1,1,1,1,1,1,"1","1",1,1,1,1,67.75,"58.42","64.51","81.57","30.38",42.82,52.74,35.03,,,,,,"102.59","9.29","10.46","10.93","9.75",,"121.22",,"12.75","12.66","8.89","22.68","15.09","118.54","21.51","13.8","15.33","12.68",,,"24","19","18","28","25","TF","TF",,,"Q1022","03 Tier",2.00
226,"CPRCMUS-00175","360","360","M",2,1,1,1,1,1,1,1,1,"1","1",1,1,1,1,65.96,"50.44","61.78","81.36","33.02",39.49,53.34,37.18,,,,,,"103.67","8.41","9.78","11.81","9.25","118.21","125.83",,"12.97","13.25","9.56","21.01","14.44","121.8","20.64","14.55","13.18","12.55",,,"25","19","18","30","26","TF","TF",,,"Q1065","04 Tier",2.01
227,"CPRCMUS-00177","216","216","M",3,2,3,1,3,3,1,1,1,"1","1",1,1,1,1,72.21,"57.15","64.05","89.1","31.11",42.98,59.55,38.60,"120.92","13.09","15.25",,,"117.48","9.49","11.14","12.65","10.58","134.19","144.69",,"15.24","15.23","11.2","24.75","18.79","135.68","23.73","16.99","16.84","13.53",,,"28","20","21","31","29","TF","TF","4147","4179","Q1027","02 Tier",2.84
228,"CPRCMUS-00178","275","275","F",3,2,2,1,3,3,2,1,1,"1","1",1,1,1,1,72.24,"51.97","61.9","84.29","34.58",45.91,59.63,39.01,"125.35","15.78","16.48","24.81","15.12","123.65","10.96","11.83","14.05","11.21","139.39","146.65",,"14.56","15.42","12.11","25.98","18.23","141.5","25.09","18.4","15.88","13.41",,"123.37","30","23","22","34","29","TF","TF","4274","4138","Q1022","02 Tier",2.79
229,"CPRCMUS-00183","212","212","M",2,2,0,1,3,3,1,1,1,"1","1",1,1,1,1,70.00,,"62.29",,"34.5",41.67,57.46,36.59,"115.63","12.31","14.85",,,"115.03","10.01","10.89","12.31","10.3","130","139.88",,"14.77","14.9","10.63","25.16","16.65","132","23.77","16.25","16.31","13.43",,,"28","21","20","33","27","TF","TF","4188","4094","Q1077","02 Tier",2.95
230,"CPRCMUS-00184","2I","2I","M",3,2,3,1,3,3,3,3,1,"2","1",2,1,1,1,88.04,"53.41","66.49","88.35","36.24",54.34,72.53,57.70,"149.07","16.88","19.66","29.91","17.73","151.08","12.02","13.01","16.74","13.41","171.45","183.24","178.6","16.67","16.96","13.65","30.19","22.74","170.84","29.75","22.38","18.86","15.66",,"147.14","37","30","28","40","36","TF","TF","4241","4356","Q1077","02 Tier",4.98
231,"CPRCMUS-00185","5Z","5Z","M",3,3,2,1,3,3,2,1,1,"1","1",1,1,1,1,83.42,"56.51","65.65","86.66","37.72",45.38,74.68,55.23,"135.7","16.54","17.66","28.01","17.04","137.65","11.46","12.16","15.28","12.89","158.67","169.45","164.98","16.21","16.16","12.97","27.93","20.68","153.8","26.94","21.1","19.14","14.97",,"139.19","35","26","25","38","37","TF","TF","4173","4382","Q1077","03 Tier",4.87
232,"CPRCMUS-00189","311","311","F",2,1,1,1,2,2,1,1,1,"1","1",1,1,1,1,63.62,"49.23","60.4","81.61","30.52",42.97,51.61,35.17,"110.14","10.84","13.12",,,"107.94","9.24","9.89","12.13","9.04",,"127.88",,"13.39","13.54","10.04","21.25","14.75","126.15","20.93","13.97","14.8","12.86",,,"24","18","18","26","24","SP","SP","3750","3950","Q1027","04 Tier",2.05
233,"CPRCMUS-00190","243","243","M",3,2,2,1,3,3,1,1,1,"1","1",1,1,1,1,71.15,"54.22","61.03","87.01","33.84",41.98,58.74,40.76,"128.42","14.28","16.2",,,"128.58","11.03","11.67","13.82","11.48","145.07","155.79",,"15.16","15.21","10.47","27.06","20.6","144.68","25.57","18.37","17.86","14.13",,,"32","23","21","35","31","TF","TF","4179","4223","Q1022","03 Tier",2.95
234,"CPRCMUS-00191","338","338","F",2,1,1,1,3,3,1,1,1,"1","1",1,1,1,1,64.49,"51.8","61.34","77.57","31.86",39.62,48.21,33.34,"102.24","10.57","13.16",,,"98.43","8.8","9.42","11.86","9.07",,,,,,,,,,,,,,,,,,,,,,,,,"Q1077","02 Tier",2.00
235,"CPRCMUS-00193","363","363","M",2,1,1,1,1,1,1,1,1,"1","1",1,1,1,1,64.24,"53.28","63.57","79.2","30.77",39.62,49.51,37.68,,,,,,"102.3","8.43","9.42","11.12","9.05",,"121.28",,"12.8","12.8","10.21","21.84","15.59","117.59","21","13.97","14.52","12.48",,,"25","19","18","27","25","TF","TF",,"3958","Q1077","03 Tier",2.03
236,"CPRCMUS-00197","2L","2L","M",3,3,3,1,3,3,3,3,1,"2","1",3,1,1,1,89.70,"58.5","66.92","93.48","38.79",51.89,76.35,53.87,"161.12","17.44","19.61","31.22","19.82","163.93","12.6","13.88","16.73","13.83",,"202","199.1","17.15","17.9","13.69","29.29","24.23","186.83","30.5","23.43","18.78","15.8",,"162.45","39","28","27","43","40","TF","TF","4295","4308","Q1022","02 Tier",4.87
237,"CPRCMUS-00198","7","7","F",4,4,4,3,3,3,3,3,3,"3","3",3,3,3,3,89.90,"56.28","62.93","86.49","41.95",49.60,74.95,54.37,"138.19","15.96","16.46","27.27","16.25","135.66","10.74","11.78","16.24","12.36","148.76","168.01","163.61","14.21","15.02","12.32","26.54","20.59","150.3","27.87","19.71","17.71","13.66",,"146.63","35","24","25","38","36","TF","TF","4121","4235","Q1022","01 Tier",17.12
238,"CPRCMUS-00202","106","106","F",3,4,3,3,3,3,3,3,3,"3","3",3,3,3,3,87.73,"54.75","63.26","87.24","36.92",53.67,72.33,57.88,"137.95","14.98","16.07","25.16","15.66","132.16","10.59","11.31","15.04","11.83","149.99","163.41","160.42","14.46","14.49","11.82","25.67","19.67","150.56","26.38","18.62","16.91","13.56",,"145.99","36","28","25","38","34","TF","TF","4132","4111","Q1077","01 Tier",17.12
239,"CPRCMUS-00204","N7","N7","M",3,3,3,1,3,3,3,3,1,"3","1",3,1,1,3,91.99,"54.02","66.33","87.57","40.7",47.57,73.86,55.86,"150.51","17.65","19.49","30.24","17.41","152.9","13.56","12.34","16.17","13.56","173.28","189.97","185.43","16.31","16.56","13.29","30.1","23.39","171.89","28.94","22.99","18.3","15.58",,"152.64","38","27","26","40","37","TF","TF","4473","4469","Q1056","02 Tier",5.92
